#This is a CSV file containing the average TPL, TPU, and Cost values for the UW algorithm with PS path compression.
#The data was generated for n = 1000 and delta = 2.
N,Average TPL,Average TPU
982,1527.550000,695.150000
984,1528.750000,695.600000
986,1529.450000,695.550000
988,1530.350000,695.700000
990,1530.850000,695.450000
992,1531.600000,695.450000
994,1532.050000,695.150000
996,1532.400000,694.900000
998,1532.400000,694.350000
1000,1533.600000,694.800000
1002,1534.100000,694.350000
1004,1534.750000,694.200000
1006,1535.600000,694.300000
1008,1536.150000,694.200000
1010,1536.750000,694.050000
1012,1537.150000,693.700000
1014,1538.200000,693.700000
1016,1538.750000,693.600000
1018,1539.250000,693.300000
1020,1539.900000,693.100000
1022,1540.150000,692.700000
1024,1540.600000,692.650000
1026,1540.600000,692.250000
1028,1541.650000,692.450000
1030,1542.550000,692.700000
1032,1543.200000,692.700000
1034,1543.350000,692.250000
1036,1544.100000,692.300000
1038,1544.850000,692.300000
1040,1546.100000,692.550000
1042,1546.100000,692.150000
1044,1546.300000,692.100000
1046,1547.300000,692.150000
1048,1547.850000,692.150000
1050,1548.150000,691.900000
1052,1548.050000,691.500000
1054,1548.750000,691.600000
1056,1549.050000,691.350000
1058,1550.150000,691.800000
1060,1550.550000,691.600000
1062,1551.300000,691.750000
1064,1551.800000,691.650000
1066,1552.500000,691.650000
1068,1553.000000,691.450000
1070,1554.050000,691.850000
1072,1554.650000,691.900000
1074,1555.000000,691.650000
1076,1554.900000,691.050000
1078,1555.100000,690.650000
1080,1555.300000,690.200000
1082,1555.750000,690.150000
1084,1555.900000,689.650000
1086,1556.400000,689.550000
1088,1556.650000,689.250000
1090,1556.950000,689.100000
1092,1557.200000,688.900000
1094,1557.950000,688.850000
1096,1558.150000,688.400000
1098,1558.550000,688.350000
1100,1558.550000,687.800000
1102,1559.100000,687.650000
1104,1559.350000,687.300000
1106,1559.850000,687.150000
1108,1560.050000,686.900000
1110,1560.250000,686.650000
1112,1560.500000,686.400000
1114,1561.050000,686.300000
1116,1561.850000,686.450000
1118,1562.350000,686.300000
1120,1562.800000,686.350000
1122,1563.150000,686.050000
1124,1563.600000,685.950000
1126,1564.350000,686.050000
1128,1564.850000,685.950000
1130,1565.150000,685.750000
1132,1565.750000,685.650000
1134,1566.300000,685.500000
1136,1566.750000,685.350000
1138,1567.400000,685.450000
1140,1567.450000,685.150000
1142,1567.700000,684.900000
1144,1568.500000,685.200000
1146,1569.500000,685.700000
1148,1569.800000,685.450000
1150,1570.400000,685.550000
1152,1570.950000,685.550000
1154,1570.950000,685.200000
1156,1571.550000,685.300000
1158,1572.000000,685.300000
1160,1572.450000,685.300000
1162,1572.650000,685.050000
1164,1573.200000,685.000000
1166,1573.900000,685.100000
1168,1574.900000,685.450000
1170,1575.150000,685.300000
1172,1575.400000,685.000000
1174,1575.650000,684.800000
1176,1575.850000,684.800000
1178,1576.700000,685.200000
1180,1576.750000,684.900000
1182,1577.150000,684.800000
1184,1577.250000,684.500000
1186,1577.800000,684.600000
1188,1577.800000,684.250000
1190,1578.250000,684.250000
1192,1578.600000,684.150000
1194,1579.050000,684.150000
1196,1579.100000,683.950000
1198,1578.950000,683.550000
1200,1579.050000,683.150000
1202,1579.800000,683.350000
1204,1580.400000,683.350000
1206,1580.950000,683.300000
1208,1581.350000,683.250000
1210,1582.000000,683.350000
1212,1581.900000,683.050000
1214,1581.950000,682.800000
1216,1582.450000,682.700000
1218,1582.600000,682.500000
1220,1583.000000,682.450000
1222,1583.050000,682.000000
1224,1583.100000,681.700000
1226,1583.250000,681.550000
1228,1583.550000,681.500000
1230,1584.000000,681.400000
1232,1584.050000,681.100000
1234,1584.700000,681.250000
1236,1584.950000,681.150000
1238,1585.000000,680.650000
1240,1584.550000,680.000000
1242,1585.250000,680.100000
1244,1585.150000,679.750000
1246,1585.150000,679.300000
1248,1585.350000,679.150000
1250,1585.100000,678.600000
1252,1584.950000,678.250000
1254,1585.250000,678.200000
1256,1585.650000,678.200000
1258,1586.050000,678.050000
1260,1586.550000,678.050000
1262,1587.150000,678.350000
1264,1587.000000,677.900000
1266,1586.950000,677.600000
1268,1586.850000,677.250000
1270,1587.700000,677.650000
1272,1587.450000,677.250000
1274,1587.650000,677.100000
1276,1587.900000,676.850000
1278,1588.200000,676.850000
1280,1588.400000,676.600000
1282,1588.700000,676.550000
1284,1588.450000,676.100000
