#This is a CSV file containing the average TPL, TPU, and Cost values for the UW algorithm with PH path compression.
#The data was generated for n = 1000 and delta = 2.
N,Average TPL,Average TPU
670,1255.350000,436.050000
672,1257.950000,437.300000
674,1261.050000,439.150000
676,1265.200000,441.000000
678,1267.850000,442.150000
680,1272.850000,444.350000
682,1276.350000,446.300000
684,1278.550000,447.700000
686,1283.500000,450.400000
688,1288.550000,453.250000
690,1292.800000,455.650000
692,1296.650000,457.700000
694,1300.200000,459.250000
696,1302.650000,460.650000
698,1304.300000,461.100000
700,1307.800000,463.150000
702,1310.050000,464.350000
704,1314.450000,466.700000
706,1317.250000,468.150000
708,1319.300000,469.000000
710,1324.550000,471.700000
712,1330.450000,475.100000
714,1335.200000,478.000000
716,1337.750000,479.450000
718,1339.600000,480.400000
720,1343.500000,482.500000
722,1345.950000,483.550000
724,1347.850000,484.550000
726,1353.550000,487.400000
728,1355.600000,488.300000
730,1359.450000,490.600000
732,1362.500000,492.200000
734,1365.550000,494.050000
736,1369.450000,495.800000
738,1372.900000,497.400000
740,1375.300000,498.600000
742,1377.050000,499.450000
744,1380.950000,501.950000
746,1384.350000,503.800000
748,1387.450000,505.500000
750,1390.400000,507.250000
752,1392.450000,508.300000
754,1393.650000,508.700000
756,1395.800000,510.000000
758,1398.700000,512.050000
760,1400.800000,513.400000
762,1401.950000,514.250000
764,1403.950000,515.300000
766,1405.850000,516.250000
768,1408.900000,518.150000
770,1410.550000,519.000000
772,1412.750000,520.650000
774,1414.550000,521.750000
776,1416.900000,523.100000
778,1419.000000,524.200000
780,1420.450000,524.900000
782,1421.800000,526.050000
784,1423.950000,527.100000
786,1425.400000,527.950000
788,1426.800000,528.350000
790,1428.250000,529.200000
792,1429.750000,529.900000
794,1431.300000,530.600000
796,1433.100000,531.300000
798,1434.950000,532.400000
800,1436.500000,533.250000
802,1440.800000,535.300000
804,1443.000000,536.550000
806,1443.200000,536.450000
808,1444.650000,537.300000
810,1445.500000,537.550000
812,1447.450000,538.700000
814,1450.750000,540.350000
816,1453.700000,541.700000
818,1456.000000,543.200000
820,1457.200000,543.900000
822,1457.300000,543.850000
824,1459.050000,545.250000
826,1460.100000,545.850000
828,1461.650000,546.600000
830,1462.750000,547.000000
832,1464.900000,548.100000
834,1465.900000,548.350000
836,1467.100000,548.850000
838,1468.900000,549.850000
840,1469.950000,550.350000
842,1471.300000,551.150000
844,1472.600000,551.550000
846,1474.450000,552.500000
848,1476.300000,553.700000
850,1476.900000,554.100000
852,1478.300000,555.050000
854,1479.250000,555.600000
856,1480.300000,556.000000
858,1481.850000,556.850000
860,1483.000000,557.350000
862,1484.500000,558.200000
864,1486.500000,559.200000
866,1486.850000,559.400000
868,1488.550000,560.200000
870,1490.300000,561.000000
872,1490.550000,561.100000
874,1492.800000,562.150000
876,1493.750000,562.500000
878,1495.700000,563.850000
880,1497.000000,564.550000
882,1497.600000,564.900000
