# This is a CSV file containing the TPL, TPU, UF and Compression for the Union-Find data structure.
# The data was generated for n = 1000 and delta = 5 .
N,TPL,TPU,UF,Compression
1100,64022,0,QU,NC
1105,64022,0,QU,NC
1110,64023,0,QU,NC
1115,64024,0,QU,NC
1120,64876,0,QU,NC
1125,65728,0,QU,NC
1130,66583,0,QU,NC
1135,68297,0,QU,NC
1140,70016,0,QU,NC
1145,70889,0,QU,NC
1150,71764,0,QU,NC
1155,72643,0,QU,NC
1160,73522,0,QU,NC
1165,73526,0,QU,NC
1170,73526,0,QU,NC
1175,74409,0,QU,NC
1180,74409,0,QU,NC
1185,74410,0,QU,NC
1190,74414,0,QU,NC
1195,74415,0,QU,NC
1200,75304,0,QU,NC
1205,76195,0,QU,NC
1210,76195,0,QU,NC
1215,77087,0,QU,NC
1220,77982,0,QU,NC
1225,78878,0,QU,NC
1230,78880,0,QU,NC
1235,78882,0,QU,NC
1240,78884,0,QU,NC
1245,79789,0,QU,NC
1250,81600,0,QU,NC
1255,82507,0,QU,NC
1260,82509,0,QU,NC
1265,82510,0,QU,NC
1270,82512,0,QU,NC
1275,82512,0,QU,NC
1280,82512,0,QU,NC
1285,83429,0,QU,NC
1290,83430,0,QU,NC
1295,83430,0,QU,NC
1300,84351,0,QU,NC
1305,85273,0,QU,NC
1310,85273,0,QU,NC
1315,85273,0,QU,NC
1320,86198,0,QU,NC
1325,86198,0,QU,NC
1330,86198,0,QU,NC
1335,87123,0,QU,NC
1340,87123,0,QU,NC
1345,87125,0,QU,NC
1350,87125,0,QU,NC
1355,88982,0,QU,NC
1360,89912,0,QU,NC
1365,89914,0,QU,NC
1370,89914,0,QU,NC
1375,89916,0,QU,NC
1380,89916,0,QU,NC
1385,90851,0,QU,NC
1390,90853,0,QU,NC
1395,91791,0,QU,NC
1400,91792,0,QU,NC
1405,92731,0,QU,NC
1410,92731,0,QU,NC
1415,93674,0,QU,NC
1420,93674,0,QU,NC
1425,93675,0,QU,NC
1430,93678,0,QU,NC
1435,93678,0,QU,NC
1440,93679,0,QU,NC
1445,93679,0,QU,NC
1450,93679,0,QU,NC
1455,93683,0,QU,NC
1460,93683,0,QU,NC
1465,93683,0,QU,NC
1470,94635,0,QU,NC
1475,94635,0,QU,NC
1480,94635,0,QU,NC
1485,94636,0,QU,NC
1490,94636,0,QU,NC
1495,94636,0,QU,NC
1500,94636,0,QU,NC
1505,94636,0,QU,NC
1510,94636,0,QU,NC
1515,94636,0,QU,NC
1520,95592,0,QU,NC
1525,95592,0,QU,NC
1530,95592,0,QU,NC
1535,95592,0,QU,NC
1540,95592,0,QU,NC
1545,95592,0,QU,NC
1550,96550,0,QU,NC
1555,97509,0,QU,NC
1560,97509,0,QU,NC
1565,97509,0,QU,NC
1570,97509,0,QU,NC
1575,97510,0,QU,NC
1580,97510,0,QU,NC
1585,98471,0,QU,NC
1590,98471,0,QU,NC
1595,98471,0,QU,NC
1600,98471,0,QU,NC
1605,98471,0,QU,NC
1610,98473,0,QU,NC
1615,98473,0,QU,NC
1620,99437,0,QU,NC
1625,99438,0,QU,NC
1630,99438,0,QU,NC
1635,99438,0,QU,NC
1640,99438,0,QU,NC
1645,99438,0,QU,NC
1650,99438,0,QU,NC
1655,99438,0,QU,NC
1660,99438,0,QU,NC
1665,99438,0,QU,NC
1670,99438,0,QU,NC
1675,100404,0,QU,NC
1680,100404,0,QU,NC
1685,100404,0,QU,NC
1690,100404,0,QU,NC
1695,100404,0,QU,NC
1700,100404,0,QU,NC
1705,101374,0,QU,NC
1710,101374,0,QU,NC
1715,101374,0,QU,NC
1720,101374,0,QU,NC
1725,101375,0,QU,NC
1730,102350,0,QU,NC
1735,102350,0,QU,NC
1740,102350,0,QU,NC
1745,102350,0,QU,NC
1750,102350,0,QU,NC
1755,102350,0,QU,NC
1760,102350,0,QU,NC
1765,102350,0,QU,NC
1770,102350,0,QU,NC
1775,102350,0,QU,NC
1780,102350,0,QU,NC
1785,102352,0,QU,NC
1790,102352,0,QU,NC
1795,102352,0,QU,NC
1800,102353,0,QU,NC
1805,102353,0,QU,NC
1810,102353,0,QU,NC
1815,102353,0,QU,NC
1820,102353,0,QU,NC
1825,102353,0,QU,NC
1830,102353,0,QU,NC
1835,102353,0,QU,NC
1840,102353,0,QU,NC
1845,103330,0,QU,NC
1850,103330,0,QU,NC
1855,103330,0,QU,NC
1860,103330,0,QU,NC
1865,103330,0,QU,NC
1870,103330,0,QU,NC
1875,103330,0,QU,NC
1880,103330,0,QU,NC
1885,103330,0,QU,NC
1890,103330,0,QU,NC
1895,103330,0,QU,NC
1900,103331,0,QU,NC
1905,103331,0,QU,NC
1910,103331,0,QU,NC
1915,103331,0,QU,NC
1920,105290,0,QU,NC
1925,105290,0,QU,NC
1930,105290,0,QU,NC
1935,105290,0,QU,NC
1940,105290,0,QU,NC
1945,105290,0,QU,NC
1950,105290,0,QU,NC
1955,105291,0,QU,NC
1960,105291,0,QU,NC
1965,105291,0,QU,NC
1970,105291,0,QU,NC
1975,105291,0,QU,NC
1980,105291,0,QU,NC
1985,105291,0,QU,NC
1990,105291,0,QU,NC
1995,105291,0,QU,NC
2000,105291,0,QU,NC
2005,105292,0,QU,NC
2010,106275,0,QU,NC
2015,106275,0,QU,NC
2020,106275,0,QU,NC
2025,107260,0,QU,NC
2030,107260,0,QU,NC
2035,108246,0,QU,NC
2040,108246,0,QU,NC
2045,108246,0,QU,NC
2050,108246,0,QU,NC
2055,108246,0,QU,NC
2060,108246,0,QU,NC
2065,108246,0,QU,NC
2070,108246,0,QU,NC
2075,108246,0,QU,NC
2080,109233,0,QU,NC
2085,109233,0,QU,NC
2090,109233,0,QU,NC
2095,109233,0,QU,NC
2100,109233,0,QU,NC
2105,109234,0,QU,NC
2110,109234,0,QU,NC
2115,109234,0,QU,NC
2120,109234,0,QU,NC
2125,109234,0,QU,NC
2130,109234,0,QU,NC
2135,110223,0,QU,NC
2140,110223,0,QU,NC
2145,110223,0,QU,NC
2150,110223,0,QU,NC
2155,110223,0,QU,NC
2160,110223,0,QU,NC
2165,110223,0,QU,NC
2170,110223,0,QU,NC
2175,110223,0,QU,NC
2180,110223,0,QU,NC
2185,110223,0,QU,NC
2190,110223,0,QU,NC
2195,110224,0,QU,NC
2200,110224,0,QU,NC
2205,110224,0,QU,NC
2210,110224,0,QU,NC
2215,110224,0,QU,NC
2220,110224,0,QU,NC
2225,110224,0,QU,NC
2230,110225,0,QU,NC
2235,110225,0,QU,NC
2240,110225,0,QU,NC
2245,110225,0,QU,NC
2250,110225,0,QU,NC
2255,110225,0,QU,NC
2260,110225,0,QU,NC
2265,110225,0,QU,NC
2270,110225,0,QU,NC
2275,110225,0,QU,NC
2280,110225,0,QU,NC
2285,110225,0,QU,NC
2290,111217,0,QU,NC
2295,111217,0,QU,NC
2300,111217,0,QU,NC
2305,111217,0,QU,NC
2310,111217,0,QU,NC
2315,111217,0,QU,NC
2320,111217,0,QU,NC
2325,111217,0,QU,NC
2330,111217,0,QU,NC
2335,111217,0,QU,NC
2340,111217,0,QU,NC
2345,111217,0,QU,NC
2350,111217,0,QU,NC
2355,111217,0,QU,NC
2360,111217,0,QU,NC
2365,111217,0,QU,NC
2370,111217,0,QU,NC
2375,111217,0,QU,NC
2380,111217,0,QU,NC
2385,111217,0,QU,NC
2390,111217,0,QU,NC
2395,111217,0,QU,NC
2400,111217,0,QU,NC
2405,111217,0,QU,NC
2410,111217,0,QU,NC
2415,111217,0,QU,NC
2420,111217,0,QU,NC
2425,111217,0,QU,NC
2430,111217,0,QU,NC
2435,111218,0,QU,NC
2440,111218,0,QU,NC
2445,111218,0,QU,NC
2450,111218,0,QU,NC
2455,111218,0,QU,NC
2460,111218,0,QU,NC
2465,111218,0,QU,NC
2470,111218,0,QU,NC
2475,111218,0,QU,NC
2480,111218,0,QU,NC
2485,111218,0,QU,NC
2490,111218,0,QU,NC
2495,111218,0,QU,NC
2500,111218,0,QU,NC
2505,111218,0,QU,NC
2510,111218,0,QU,NC
2515,111218,0,QU,NC
2520,111218,0,QU,NC
2525,111218,0,QU,NC
2530,111218,0,QU,NC
2535,111218,0,QU,NC
2540,111218,0,QU,NC
2545,111218,0,QU,NC
2550,111218,0,QU,NC
2555,111218,0,QU,NC
2560,111218,0,QU,NC
2565,111218,0,QU,NC
2570,111218,0,QU,NC
2575,111218,0,QU,NC
2580,111218,0,QU,NC
2585,111218,0,QU,NC
2590,111218,0,QU,NC
2595,111218,0,QU,NC
2600,111218,0,QU,NC
2605,111218,0,QU,NC
2610,111218,0,QU,NC
2615,111218,0,QU,NC
2620,111218,0,QU,NC
2625,111218,0,QU,NC
2630,111218,0,QU,NC
2635,111218,0,QU,NC
2640,111218,0,QU,NC
2645,111218,0,QU,NC
2650,111218,0,QU,NC
2655,111218,0,QU,NC
2660,111218,0,QU,NC
2665,111218,0,QU,NC
2670,111218,0,QU,NC
2675,111218,0,QU,NC
2680,111218,0,QU,NC
2685,111218,0,QU,NC
2690,111218,0,QU,NC
2695,111218,0,QU,NC
2700,111218,0,QU,NC
2705,111218,0,QU,NC
2710,111218,0,QU,NC
2715,111218,0,QU,NC
2720,112212,0,QU,NC
2725,112212,0,QU,NC
2730,112212,0,QU,NC
2735,112212,0,QU,NC
2740,112212,0,QU,NC
2745,112212,0,QU,NC
2750,112212,0,QU,NC
2755,112212,0,QU,NC
2760,112212,0,QU,NC
2765,112212,0,QU,NC
2770,112212,0,QU,NC
2775,112212,0,QU,NC
2780,112212,0,QU,NC
2785,112212,0,QU,NC
2790,112212,0,QU,NC
2795,112212,0,QU,NC
2800,112212,0,QU,NC
2805,112212,0,QU,NC
2810,112212,0,QU,NC
2815,112212,0,QU,NC
2820,112212,0,QU,NC
2825,112212,0,QU,NC
2830,112212,0,QU,NC
2835,112212,0,QU,NC
2840,113207,0,QU,NC
2845,113207,0,QU,NC
2850,113207,0,QU,NC
2855,113207,0,QU,NC
2860,113207,0,QU,NC
2865,113207,0,QU,NC
2870,113207,0,QU,NC
2875,114203,0,QU,NC
2880,114203,0,QU,NC
2885,114203,0,QU,NC
2890,114203,0,QU,NC
2895,114203,0,QU,NC
2900,114203,0,QU,NC
2905,114203,0,QU,NC
2910,114203,0,QU,NC
2915,114203,0,QU,NC
2920,114203,0,QU,NC
2925,114203,0,QU,NC
2930,114203,0,QU,NC
2935,114203,0,QU,NC
2940,114203,0,QU,NC
2945,114203,0,QU,NC
2950,114203,0,QU,NC
2955,114203,0,QU,NC
2960,114203,0,QU,NC
2965,114203,0,QU,NC
2970,114203,0,QU,NC
2975,114203,0,QU,NC
2980,114203,0,QU,NC
2985,114203,0,QU,NC
2990,114203,0,QU,NC
2995,114203,0,QU,NC
3000,114203,0,QU,NC
3005,114203,0,QU,NC
3010,114203,0,QU,NC
3015,114203,0,QU,NC
3020,114203,0,QU,NC
3025,114203,0,QU,NC
3030,114203,0,QU,NC
3035,114203,0,QU,NC
3040,114203,0,QU,NC
3045,114203,0,QU,NC
3050,114203,0,QU,NC
3055,114203,0,QU,NC
3060,114203,0,QU,NC
3065,114203,0,QU,NC
3070,114203,0,QU,NC
3075,114203,0,QU,NC
3080,114203,0,QU,NC
3085,114203,0,QU,NC
3090,114203,0,QU,NC
3095,114203,0,QU,NC
3100,114203,0,QU,NC
3105,114203,0,QU,NC
3110,114203,0,QU,NC
3115,114203,0,QU,NC
3120,114203,0,QU,NC
3125,114203,0,QU,NC
3130,114203,0,QU,NC
3135,114203,0,QU,NC
3140,115200,0,QU,NC
3145,115200,0,QU,NC
3150,115200,0,QU,NC
3155,115200,0,QU,NC
3160,115200,0,QU,NC
3165,115200,0,QU,NC
3170,115200,0,QU,NC
3175,115200,0,QU,NC
3180,115200,0,QU,NC
3185,115200,0,QU,NC
3190,115200,0,QU,NC
3195,115200,0,QU,NC
3200,115200,0,QU,NC
3205,115200,0,QU,NC
3210,115200,0,QU,NC
3215,115200,0,QU,NC
3220,115200,0,QU,NC
3225,115200,0,QU,NC
3230,115200,0,QU,NC
3235,115200,0,QU,NC
3240,115200,0,QU,NC
3245,115200,0,QU,NC
3250,115200,0,QU,NC
3255,115200,0,QU,NC
3260,115200,0,QU,NC
3265,115200,0,QU,NC
3270,115200,0,QU,NC
3275,115200,0,QU,NC
3280,115200,0,QU,NC
3285,115200,0,QU,NC
3290,115200,0,QU,NC
3295,115200,0,QU,NC
3300,116198,0,QU,NC
3305,116198,0,QU,NC
3310,116198,0,QU,NC
3315,116198,0,QU,NC
3320,116198,0,QU,NC
3325,116198,0,QU,NC
3330,116198,0,QU,NC
3335,116198,0,QU,NC
3340,116198,0,QU,NC
3345,116198,0,QU,NC
3350,116198,0,QU,NC
3355,116198,0,QU,NC
3360,116198,0,QU,NC
3365,116198,0,QU,NC
3370,116198,0,QU,NC
3375,116198,0,QU,NC
3380,116198,0,QU,NC
3385,116198,0,QU,NC
3390,116198,0,QU,NC
3395,116198,0,QU,NC
3400,116198,0,QU,NC
3405,116198,0,QU,NC
3410,116198,0,QU,NC
3415,116198,0,QU,NC
3420,116198,0,QU,NC
3425,116198,0,QU,NC
3430,116198,0,QU,NC
3435,116198,0,QU,NC
3440,116198,0,QU,NC
3445,116198,0,QU,NC
3450,116198,0,QU,NC
3455,116198,0,QU,NC
3460,116198,0,QU,NC
3465,116198,0,QU,NC
3470,116198,0,QU,NC
3475,116198,0,QU,NC
3480,116198,0,QU,NC
3485,116198,0,QU,NC
3490,116198,0,QU,NC
3495,116198,0,QU,NC
3500,116198,0,QU,NC
3505,116198,0,QU,NC
3510,116198,0,QU,NC
3515,116198,0,QU,NC
3520,116198,0,QU,NC
3525,116198,0,QU,NC
3530,116198,0,QU,NC
3535,116198,0,QU,NC
3540,116198,0,QU,NC
3545,116198,0,QU,NC
3550,116198,0,QU,NC
3555,116198,0,QU,NC
3560,116198,0,QU,NC
3565,116198,0,QU,NC
3570,116198,0,QU,NC
3575,116198,0,QU,NC
3580,116198,0,QU,NC
3585,116198,0,QU,NC
3590,116198,0,QU,NC
3595,116198,0,QU,NC
3600,116198,0,QU,NC
3605,116198,0,QU,NC
3610,116198,0,QU,NC
3615,116198,0,QU,NC
3620,116198,0,QU,NC
3625,116198,0,QU,NC
3630,116198,0,QU,NC
3635,116198,0,QU,NC
3640,116198,0,QU,NC
3645,116198,0,QU,NC
3650,116198,0,QU,NC
3655,116198,0,QU,NC
3660,116198,0,QU,NC
3665,116198,0,QU,NC
3670,116198,0,QU,NC
3675,116198,0,QU,NC
3680,116198,0,QU,NC
3685,116198,0,QU,NC
3690,116198,0,QU,NC
3695,116198,0,QU,NC
3700,116198,0,QU,NC
3705,116198,0,QU,NC
3710,116198,0,QU,NC
3715,116198,0,QU,NC
3720,116198,0,QU,NC
3725,116198,0,QU,NC
3730,116198,0,QU,NC
3735,116198,0,QU,NC
3740,116198,0,QU,NC
3745,116198,0,QU,NC
3750,116198,0,QU,NC
3755,116198,0,QU,NC
3760,116198,0,QU,NC
3765,116198,0,QU,NC
3770,116198,0,QU,NC
3775,116198,0,QU,NC
3780,116198,0,QU,NC
3785,116198,0,QU,NC
3790,116198,0,QU,NC
3795,116198,0,QU,NC
3800,116198,0,QU,NC
3805,116198,0,QU,NC
3810,116198,0,QU,NC
3815,116198,0,QU,NC
3820,116198,0,QU,NC
3825,116198,0,QU,NC
5,5,0,QU,NC
10,10,0,QU,NC
15,15,0,QU,NC
20,20,0,QU,NC
25,25,0,QU,NC
30,31,0,QU,NC
35,37,0,QU,NC
40,43,0,QU,NC
45,49,0,QU,NC
50,55,0,QU,NC
55,60,0,QU,NC
60,65,0,QU,NC
65,70,0,QU,NC
70,75,0,QU,NC
75,80,0,QU,NC
80,87,0,QU,NC
85,92,0,QU,NC
90,101,0,QU,NC
95,107,0,QU,NC
100,113,0,QU,NC
105,119,0,QU,NC
110,125,0,QU,NC
115,132,0,QU,NC
120,137,0,QU,NC
125,143,0,QU,NC
130,151,0,QU,NC
135,159,0,QU,NC
140,167,0,QU,NC
145,174,0,QU,NC
150,179,0,QU,NC
155,187,0,QU,NC
160,196,0,QU,NC
165,204,0,QU,NC
170,210,0,QU,NC
175,218,0,QU,NC
180,224,0,QU,NC
185,233,0,QU,NC
190,241,0,QU,NC
195,250,0,QU,NC
200,257,0,QU,NC
205,266,0,QU,NC
210,278,0,QU,NC
215,283,0,QU,NC
220,291,0,QU,NC
225,301,0,QU,NC
230,309,0,QU,NC
235,319,0,QU,NC
240,330,0,QU,NC
245,343,0,QU,NC
250,350,0,QU,NC
255,363,0,QU,NC
260,381,0,QU,NC
265,388,0,QU,NC
270,405,0,QU,NC
275,412,0,QU,NC
280,417,0,QU,NC
285,432,0,QU,NC
290,437,0,QU,NC
295,450,0,QU,NC
300,460,0,QU,NC
305,467,0,QU,NC
310,488,0,QU,NC
315,507,0,QU,NC
320,526,0,QU,NC
325,557,0,QU,NC
330,575,0,QU,NC
335,604,0,QU,NC
340,614,0,QU,NC
345,629,0,QU,NC
350,637,0,QU,NC
355,642,0,QU,NC
360,649,0,QU,NC
365,656,0,QU,NC
370,680,0,QU,NC
375,693,0,QU,NC
380,711,0,QU,NC
385,722,0,QU,NC
390,736,0,QU,NC
395,745,0,QU,NC
400,778,0,QU,NC
405,800,0,QU,NC
410,812,0,QU,NC
415,828,0,QU,NC
420,840,0,QU,NC
425,859,0,QU,NC
430,880,0,QU,NC
435,939,0,QU,NC
440,948,0,QU,NC
445,973,0,QU,NC
450,1019,0,QU,NC
455,1053,0,QU,NC
460,1108,0,QU,NC
465,1180,0,QU,NC
470,1187,0,QU,NC
475,1194,0,QU,NC
480,1203,0,QU,NC
485,1236,0,QU,NC
490,1265,0,QU,NC
495,1403,0,QU,NC
500,1544,0,QU,NC
505,1703,0,QU,NC
510,1726,0,QU,NC
515,2034,0,QU,NC
520,2242,0,QU,NC
525,2250,0,QU,NC
530,2463,0,QU,NC
535,2901,0,QU,NC
540,2930,0,QU,NC
545,3171,0,QU,NC
550,3253,0,QU,NC
555,3265,0,QU,NC
560,3535,0,QU,NC
565,4076,0,QU,NC
570,4355,0,QU,NC
575,4376,0,QU,NC
580,4667,0,QU,NC
585,5014,0,QU,NC
590,5341,0,QU,NC
595,5676,0,QU,NC
600,6391,0,QU,NC
605,7130,0,QU,NC
610,7530,0,QU,NC
615,8314,0,QU,NC
620,8322,0,QU,NC
625,8714,0,QU,NC
630,8728,0,QU,NC
635,9158,0,QU,NC
640,9168,0,QU,NC
645,10408,0,QU,NC
650,10861,0,QU,NC
655,10869,0,QU,NC
660,11751,0,QU,NC
665,12628,0,QU,NC
670,13968,0,QU,NC
675,14424,0,QU,NC
680,15338,0,QU,NC
685,15808,0,QU,NC
690,16350,0,QU,NC
695,17364,0,QU,NC
700,17883,0,QU,NC
705,18923,0,QU,NC
710,19475,0,QU,NC
715,20579,0,QU,NC
720,21694,0,QU,NC
725,22262,0,QU,NC
730,22265,0,QU,NC
735,23408,0,QU,NC
740,24005,0,QU,NC
745,24594,0,QU,NC
750,25767,0,QU,NC
755,25770,0,QU,NC
760,25779,0,QU,NC
765,27009,0,QU,NC
770,27632,0,QU,NC
775,28257,0,QU,NC
780,28885,0,QU,NC
785,28889,0,QU,NC
790,29536,0,QU,NC
795,30184,0,QU,NC
800,30831,0,QU,NC
805,32133,0,QU,NC
810,33442,0,QU,NC
815,34100,0,QU,NC
820,34105,0,QU,NC
825,34111,0,QU,NC
830,34781,0,QU,NC
835,35460,0,QU,NC
840,36149,0,QU,NC
845,36845,0,QU,NC
850,36846,0,QU,NC
855,38231,0,QU,NC
860,39626,0,QU,NC
865,40333,0,QU,NC
870,40336,0,QU,NC
875,41046,0,QU,NC
880,41048,0,QU,NC
885,41050,0,QU,NC
890,41764,0,QU,NC
895,42480,0,QU,NC
900,43919,0,QU,NC
905,44647,0,QU,NC
910,46109,0,QU,NC
915,46845,0,QU,NC
920,48322,0,QU,NC
925,49062,0,QU,NC
930,49806,0,QU,NC
935,50554,0,QU,NC
940,51308,0,QU,NC
945,54333,0,QU,NC
950,54333,0,QU,NC
955,55857,0,QU,NC
960,55859,0,QU,NC
965,55866,0,QU,NC
970,57414,0,QU,NC
975,58195,0,QU,NC
980,59764,0,QU,NC
985,59775,0,QU,NC
990,61358,0,QU,NC
995,62151,0,QU,NC
1000,63746,0,QU,NC
1005,63747,0,QU,NC
1010,64550,0,QU,NC
1015,64551,0,QU,NC
1020,64553,0,QU,NC
1025,66974,0,QU,NC
1030,67785,0,QU,NC
1035,67787,0,QU,NC
1040,68608,0,QU,NC
1045,69429,0,QU,NC
1050,70252,0,QU,NC
1055,70254,0,QU,NC
1060,71082,0,QU,NC
1065,71084,0,QU,NC
1070,72745,0,QU,NC
1075,72745,0,QU,NC
1080,73579,0,QU,NC
1085,73580,0,QU,NC
1090,75253,0,QU,NC
1095,76091,0,QU,NC
1100,76091,0,QU,NC
1105,76091,0,QU,NC
1110,76091,0,QU,NC
1115,76931,0,QU,NC
1120,76933,0,QU,NC
1125,76934,0,QU,NC
1130,77778,0,QU,NC
1135,78623,0,QU,NC
1140,78623,0,QU,NC
1145,78623,0,QU,NC
1150,79469,0,QU,NC
1155,80322,0,QU,NC
1160,80325,0,QU,NC
1165,81179,0,QU,NC
1170,82034,0,QU,NC
1175,82892,0,QU,NC
1180,82894,0,QU,NC
1185,82894,0,QU,NC
1190,83756,0,QU,NC
1195,84622,0,QU,NC
1200,84622,0,QU,NC
1205,85489,0,QU,NC
1210,85489,0,QU,NC
1215,86361,0,QU,NC
1220,86361,0,QU,NC
1225,86363,0,QU,NC
1230,86363,0,QU,NC
1235,86365,0,QU,NC
1240,86365,0,QU,NC
1245,86366,0,QU,NC
1250,86368,0,QU,NC
1255,86368,0,QU,NC
1260,86369,0,QU,NC
1265,86369,0,QU,NC
1270,86374,0,QU,NC
1275,86374,0,QU,NC
1280,86378,0,QU,NC
1285,86378,0,QU,NC
1290,88155,0,QU,NC
1295,89045,0,QU,NC
1300,91723,0,QU,NC
1305,93514,0,QU,NC
1310,95314,0,QU,NC
1315,96216,0,QU,NC
1320,96216,0,QU,NC
1325,96221,0,QU,NC
1330,97129,0,QU,NC
1335,98038,0,QU,NC
1340,98949,0,QU,NC
1345,98949,0,QU,NC
1350,98949,0,QU,NC
1355,99862,0,QU,NC
1360,100776,0,QU,NC
1365,100777,0,QU,NC
1370,100777,0,QU,NC
1375,101693,0,QU,NC
1380,102612,0,QU,NC
1385,103531,0,QU,NC
1390,103532,0,QU,NC
1395,104455,0,QU,NC
1400,104455,0,QU,NC
1405,104455,0,QU,NC
1410,104456,0,QU,NC
1415,105381,0,QU,NC
1420,105381,0,QU,NC
1425,105381,0,QU,NC
1430,105381,0,QU,NC
1435,105381,0,QU,NC
1440,105381,0,QU,NC
1445,106307,0,QU,NC
1450,107235,0,QU,NC
1455,107235,0,QU,NC
1460,107235,0,QU,NC
1465,107236,0,QU,NC
1470,107236,0,QU,NC
1475,108165,0,QU,NC
1480,108165,0,QU,NC
1485,108165,0,QU,NC
1490,108165,0,QU,NC
1495,108166,0,QU,NC
1500,108166,0,QU,NC
1505,109097,0,QU,NC
1510,109097,0,QU,NC
1515,110029,0,QU,NC
1520,110963,0,QU,NC
1525,110964,0,QU,NC
1530,111900,0,QU,NC
1535,111900,0,QU,NC
1540,112837,0,QU,NC
1545,112837,0,QU,NC
1550,112841,0,QU,NC
1555,112841,0,QU,NC
1560,112841,0,QU,NC
1565,113783,0,QU,NC
1570,113783,0,QU,NC
1575,113783,0,QU,NC
1580,114727,0,QU,NC
1585,115672,0,QU,NC
1590,116618,0,QU,NC
1595,116618,0,QU,NC
1600,116618,0,QU,NC
1605,116619,0,QU,NC
1610,117566,0,QU,NC
1615,117566,0,QU,NC
1620,117566,0,QU,NC
1625,117566,0,QU,NC
1630,118515,0,QU,NC
1635,119465,0,QU,NC
1640,119465,0,QU,NC
1645,119467,0,QU,NC
1650,119467,0,QU,NC
1655,119467,0,QU,NC
1660,120422,0,QU,NC
1665,120423,0,QU,NC
1670,120423,0,QU,NC
1675,120426,0,QU,NC
1680,120426,0,QU,NC
1685,120426,0,QU,NC
1690,122347,0,QU,NC
1695,122347,0,QU,NC
1700,122347,0,QU,NC
1705,122347,0,QU,NC
1710,122347,0,QU,NC
1715,122348,0,QU,NC
1720,122348,0,QU,NC
1725,123311,0,QU,NC
1730,124276,0,QU,NC
1735,125242,0,QU,NC
1740,125242,0,QU,NC
1745,125243,0,QU,NC
1750,125243,0,QU,NC
1755,125243,0,QU,NC
1760,126210,0,QU,NC
1765,127178,0,QU,NC
1770,127178,0,QU,NC
1775,127178,0,QU,NC
1780,127178,0,QU,NC
1785,127178,0,QU,NC
1790,128147,0,QU,NC
1795,128147,0,QU,NC
1800,129117,0,QU,NC
1805,130089,0,QU,NC
1810,130089,0,QU,NC
1815,130089,0,QU,NC
1820,130089,0,QU,NC
1825,130089,0,QU,NC
1830,130089,0,QU,NC
1835,130089,0,QU,NC
1840,130089,0,QU,NC
1845,130089,0,QU,NC
1850,130089,0,QU,NC
1855,130089,0,QU,NC
1860,130089,0,QU,NC
1865,131062,0,QU,NC
1870,131062,0,QU,NC
1875,131062,0,QU,NC
1880,131062,0,QU,NC
1885,132036,0,QU,NC
1890,132036,0,QU,NC
1895,133013,0,QU,NC
1900,133991,0,QU,NC
1905,133991,0,QU,NC
1910,133991,0,QU,NC
1915,133991,0,QU,NC
1920,133991,0,QU,NC
1925,133992,0,QU,NC
1930,133992,0,QU,NC
1935,133992,0,QU,NC
1940,133992,0,QU,NC
1945,133992,0,QU,NC
1950,133992,0,QU,NC
1955,133992,0,QU,NC
1960,133992,0,QU,NC
1965,133992,0,QU,NC
1970,133992,0,QU,NC
1975,135953,0,QU,NC
1980,135953,0,QU,NC
1985,135953,0,QU,NC
1990,135953,0,QU,NC
1995,135953,0,QU,NC
2000,135953,0,QU,NC
2005,135953,0,QU,NC
2010,135953,0,QU,NC
2015,135953,0,QU,NC
2020,135953,0,QU,NC
2025,135953,0,QU,NC
2030,135953,0,QU,NC
2035,135954,0,QU,NC
2040,135954,0,QU,NC
2045,135954,0,QU,NC
2050,135954,0,QU,NC
2055,135954,0,QU,NC
2060,135954,0,QU,NC
2065,135954,0,QU,NC
2070,135954,0,QU,NC
2075,135956,0,QU,NC
2080,135956,0,QU,NC
2085,135956,0,QU,NC
2090,135956,0,QU,NC
2095,136941,0,QU,NC
2100,137927,0,QU,NC
2105,137927,0,QU,NC
2110,137927,0,QU,NC
2115,137927,0,QU,NC
2120,137927,0,QU,NC
2125,137927,0,QU,NC
2130,137927,0,QU,NC
2135,137927,0,QU,NC
2140,137927,0,QU,NC
2145,137928,0,QU,NC
2150,137928,0,QU,NC
2155,137928,0,QU,NC
2160,137928,0,QU,NC
2165,137928,0,QU,NC
2170,137928,0,QU,NC
2175,137928,0,QU,NC
2180,137929,0,QU,NC
2185,137929,0,QU,NC
2190,137929,0,QU,NC
2195,137929,0,QU,NC
2200,137929,0,QU,NC
2205,137929,0,QU,NC
2210,137929,0,QU,NC
2215,137929,0,QU,NC
2220,137929,0,QU,NC
2225,138918,0,QU,NC
2230,138918,0,QU,NC
2235,138918,0,QU,NC
2240,138918,0,QU,NC
2245,138918,0,QU,NC
2250,138918,0,QU,NC
2255,138918,0,QU,NC
2260,138918,0,QU,NC
2265,138919,0,QU,NC
2270,138919,0,QU,NC
2275,138919,0,QU,NC
2280,138919,0,QU,NC
2285,138919,0,QU,NC
2290,138919,0,QU,NC
2295,138919,0,QU,NC
2300,138920,0,QU,NC
2305,138920,0,QU,NC
2310,138920,0,QU,NC
2315,138920,0,QU,NC
2320,138920,0,QU,NC
2325,138920,0,QU,NC
2330,138920,0,QU,NC
2335,138920,0,QU,NC
2340,138920,0,QU,NC
2345,138920,0,QU,NC
