# This is a CSV file containing the TPL, TPU, UF and Compression for the Union-Find data structure.
# The data was generated for n = 1000 and delta = 5 .
N,TPL,TPU,UF,Compression
100,100,0,UW,PH
105,105,0,UW,PH
110,110,0,UW,PH
115,115,0,UW,PH
120,120,0,UW,PH
125,125,0,UW,PH
130,130,0,UW,PH
135,135,0,UW,PH
140,140,0,UW,PH
145,145,0,UW,PH
150,150,0,UW,PH
155,155,0,UW,PH
160,160,0,UW,PH
165,166,1,UW,PH
170,171,1,UW,PH
175,176,1,UW,PH
180,181,1,UW,PH
185,186,1,UW,PH
190,192,2,UW,PH
195,198,3,UW,PH
200,203,3,UW,PH
205,209,4,UW,PH
210,214,4,UW,PH
215,219,4,UW,PH
220,224,4,UW,PH
225,229,4,UW,PH
230,235,5,UW,PH
235,241,6,UW,PH
240,247,7,UW,PH
245,253,8,UW,PH
250,260,10,UW,PH
255,266,11,UW,PH
260,271,11,UW,PH
265,277,12,UW,PH
270,285,15,UW,PH
275,291,16,UW,PH
280,297,17,UW,PH
285,305,20,UW,PH
290,310,20,UW,PH
295,316,21,UW,PH
300,322,22,UW,PH
305,330,25,UW,PH
310,335,25,UW,PH
315,340,25,UW,PH
320,349,28,UW,PH
325,357,31,UW,PH
330,362,31,UW,PH
335,369,33,UW,PH
340,374,33,UW,PH
345,380,34,UW,PH
350,390,38,UW,PH
355,395,38,UW,PH
360,401,40,UW,PH
365,408,42,UW,PH
370,417,45,UW,PH
375,424,47,UW,PH
380,429,47,UW,PH
385,436,49,UW,PH
390,445,53,UW,PH
395,454,57,UW,PH
400,465,63,UW,PH
405,472,65,UW,PH
410,480,68,UW,PH
415,486,69,UW,PH
420,493,71,UW,PH
425,516,85,UW,PH
430,523,87,UW,PH
435,532,91,UW,PH
440,537,91,UW,PH
445,545,94,UW,PH
450,551,95,UW,PH
455,557,96,UW,PH
460,564,98,UW,PH
465,569,98,UW,PH
470,577,101,UW,PH
475,587,105,UW,PH
480,596,109,UW,PH
485,602,110,UW,PH
490,615,117,UW,PH
495,630,126,UW,PH
500,639,129,UW,PH
505,646,131,UW,PH
510,659,140,UW,PH
515,687,154,UW,PH
520,694,156,UW,PH
525,704,161,UW,PH
530,724,171,UW,PH
535,740,181,UW,PH
540,752,188,UW,PH
545,758,189,UW,PH
550,813,212,UW,PH
555,820,214,UW,PH
560,872,241,UW,PH
565,879,243,UW,PH
570,885,245,UW,PH
575,893,249,UW,PH
580,914,257,UW,PH
585,928,265,UW,PH
590,940,270,UW,PH
595,948,273,UW,PH
600,975,285,UW,PH
605,1015,306,UW,PH
610,1022,309,UW,PH
615,1036,320,UW,PH
620,1050,328,UW,PH
625,1101,360,UW,PH
630,1107,362,UW,PH
635,1115,365,UW,PH
640,1118,366,UW,PH
645,1131,371,UW,PH
650,1147,378,UW,PH
655,1161,389,UW,PH
660,1171,395,UW,PH
665,1171,394,UW,PH
670,1203,408,UW,PH
675,1218,417,UW,PH
680,1223,417,UW,PH
685,1233,422,UW,PH
690,1243,429,UW,PH
695,1273,442,UW,PH
700,1279,446,UW,PH
705,1296,455,UW,PH
710,1310,465,UW,PH
715,1313,465,UW,PH
720,1323,470,UW,PH
725,1403,510,UW,PH
730,1402,509,UW,PH
735,1410,513,UW,PH
740,1418,516,UW,PH
745,1418,516,UW,PH
750,1428,522,UW,PH
755,1434,525,UW,PH
760,1445,530,UW,PH
765,1448,532,UW,PH
770,1454,534,UW,PH
775,1452,533,UW,PH
780,1456,534,UW,PH
785,1456,534,UW,PH
790,1459,534,UW,PH
795,1461,533,UW,PH
800,1472,539,UW,PH
805,1473,539,UW,PH
810,1474,539,UW,PH
815,1511,557,UW,PH
820,1516,563,UW,PH
825,1521,567,UW,PH
830,1522,567,UW,PH
835,1525,568,UW,PH
840,1530,570,UW,PH
845,1541,575,UW,PH
850,1544,576,UW,PH
855,1547,577,UW,PH
860,1556,583,UW,PH
865,1560,586,UW,PH
870,1562,586,UW,PH
875,1564,587,UW,PH
880,1566,587,UW,PH
885,1563,586,UW,PH
890,1562,585,UW,PH
895,1562,585,UW,PH
900,1562,585,UW,PH
905,1564,586,UW,PH
910,1566,588,UW,PH
915,1577,597,UW,PH
920,1576,596,UW,PH
925,1584,599,UW,PH
930,1588,601,UW,PH
935,1588,600,UW,PH
940,1588,600,UW,PH
945,1591,601,UW,PH
950,1595,603,UW,PH
955,1595,603,UW,PH
960,1593,603,UW,PH
965,1596,605,UW,PH
970,1602,610,UW,PH
975,1604,610,UW,PH
980,1603,607,UW,PH
985,1604,608,UW,PH
990,1606,610,UW,PH
995,1607,609,UW,PH
1000,1609,610,UW,PH
1005,1607,609,UW,PH
1010,1606,609,UW,PH
1015,1606,609,UW,PH
1020,1605,609,UW,PH
1025,1608,610,UW,PH
1030,1607,610,UW,PH
1035,1611,611,UW,PH
1040,1613,611,UW,PH
1045,1615,612,UW,PH
1050,1614,612,UW,PH
1055,1613,612,UW,PH
1060,1607,608,UW,PH
1065,1606,608,UW,PH
1070,1602,606,UW,PH
1075,1601,606,UW,PH
1080,1601,606,UW,PH
1085,1602,606,UW,PH
1090,1604,607,UW,PH
1095,1605,607,UW,PH
1100,1603,606,UW,PH
1105,1600,605,UW,PH
1110,1599,605,UW,PH
1115,1600,605,UW,PH
1120,1607,609,UW,PH
1125,1607,609,UW,PH
1130,1610,610,UW,PH
1135,1613,611,UW,PH
1140,1614,611,UW,PH
1145,1623,618,UW,PH
1150,1626,618,UW,PH
1155,1628,618,UW,PH
1160,1629,618,UW,PH
1165,1633,620,UW,PH
1170,1633,620,UW,PH
1175,1634,620,UW,PH
1180,1633,620,UW,PH
1185,1634,620,UW,PH
1190,1638,622,UW,PH
1195,1637,622,UW,PH
1200,1638,622,UW,PH
1205,1639,622,UW,PH
1210,1638,622,UW,PH
1215,1639,622,UW,PH
1220,1641,622,UW,PH
1225,1642,622,UW,PH
1230,1642,622,UW,PH
1235,1644,622,UW,PH
1240,1646,623,UW,PH
1245,1646,623,UW,PH
1250,1647,623,UW,PH
1255,1649,625,UW,PH
1260,1650,626,UW,PH
1265,1651,626,UW,PH
1270,1652,627,UW,PH
1275,1652,627,UW,PH
1280,1651,627,UW,PH
1285,1652,628,UW,PH
1290,1652,627,UW,PH
1295,1651,627,UW,PH
1300,1652,628,UW,PH
1305,1653,628,UW,PH
1310,1652,628,UW,PH
1315,1651,628,UW,PH
1320,1652,628,UW,PH
1325,1651,628,UW,PH
1330,1650,628,UW,PH
1335,1651,628,UW,PH
1340,1651,628,UW,PH
1345,1652,629,UW,PH
1350,1652,629,UW,PH
1355,1654,629,UW,PH
1360,1655,629,UW,PH
1365,1657,630,UW,PH
1370,1657,630,UW,PH
1375,1659,631,UW,PH
1380,1659,631,UW,PH
1385,1660,631,UW,PH
1390,1661,631,UW,PH
1395,1662,631,UW,PH
1400,1663,631,UW,PH
1405,1663,632,UW,PH
1410,1663,632,UW,PH
1415,1664,632,UW,PH
1420,1664,632,UW,PH
1425,1664,632,UW,PH
1430,1667,634,UW,PH
1435,1666,634,UW,PH
1440,1665,634,UW,PH
1445,1663,634,UW,PH
1450,1661,634,UW,PH
1455,1664,636,UW,PH
1460,1663,636,UW,PH
1465,1663,636,UW,PH
1470,1666,638,UW,PH
1475,1666,638,UW,PH
1480,1665,638,UW,PH
1485,1664,637,UW,PH
1490,1664,637,UW,PH
1495,1664,637,UW,PH
1500,1663,637,UW,PH
1505,1661,637,UW,PH
1510,1660,637,UW,PH
1515,1659,637,UW,PH
1520,1660,638,UW,PH
1525,1660,638,UW,PH
1530,1660,638,UW,PH
1535,1659,638,UW,PH
1540,1659,638,UW,PH
1545,1658,638,UW,PH
1550,1659,638,UW,PH
1555,1658,638,UW,PH
1560,1658,638,UW,PH
1565,1657,638,UW,PH
1570,1656,638,UW,PH
1575,1656,637,UW,PH
1580,1656,637,UW,PH
1585,1656,637,UW,PH
1590,1655,637,UW,PH
1595,1654,637,UW,PH
1600,1653,637,UW,PH
1605,1653,637,UW,PH
1610,1655,638,UW,PH
1615,1655,638,UW,PH
1620,1655,638,UW,PH
1625,1656,638,UW,PH
1630,1656,638,UW,PH
1635,1656,638,UW,PH
1640,1656,638,UW,PH
1645,1653,638,UW,PH
1650,1652,638,UW,PH
1655,1652,638,UW,PH
1660,1649,638,UW,PH
1665,1649,638,UW,PH
1670,1648,638,UW,PH
1675,1649,639,UW,PH
1680,1648,639,UW,PH
1685,1648,639,UW,PH
1690,1646,639,UW,PH
1695,1646,639,UW,PH
1700,1646,639,UW,PH
1705,1647,639,UW,PH
1710,1646,639,UW,PH
1715,1646,639,UW,PH
1720,1646,639,UW,PH
1725,1647,639,UW,PH
1730,1650,640,UW,PH
1735,1650,640,UW,PH
1740,1650,640,UW,PH
1745,1650,640,UW,PH
1750,1649,640,UW,PH
1755,1649,640,UW,PH
1760,1649,640,UW,PH
1765,1649,640,UW,PH
1770,1648,640,UW,PH
1775,1647,640,UW,PH
1780,1647,640,UW,PH
1785,1649,640,UW,PH
1790,1648,640,UW,PH
1795,1647,640,UW,PH
1800,1648,640,UW,PH
1805,1648,640,UW,PH
1810,1648,640,UW,PH
1815,1646,640,UW,PH
1820,1646,640,UW,PH
1825,1646,640,UW,PH
1830,1646,640,UW,PH
1835,1646,640,UW,PH
1840,1646,640,UW,PH
1845,1646,640,UW,PH
1850,1646,640,UW,PH
1855,1646,640,UW,PH
1860,1646,640,UW,PH
1865,1646,640,UW,PH
1870,1646,640,UW,PH
1875,1646,640,UW,PH
1880,1645,640,UW,PH
1885,1645,640,UW,PH
1890,1645,640,UW,PH
1895,1645,640,UW,PH
1900,1646,640,UW,PH
1905,1646,640,UW,PH
1910,1646,640,UW,PH
1915,1646,640,UW,PH
1920,1646,640,UW,PH
1925,1645,640,UW,PH
1930,1645,640,UW,PH
1935,1645,640,UW,PH
1940,1645,640,UW,PH
1945,1644,640,UW,PH
1950,1644,640,UW,PH
1955,1645,640,UW,PH
1960,1644,640,UW,PH
1965,1643,640,UW,PH
1970,1643,640,UW,PH
1975,1643,640,UW,PH
1980,1643,640,UW,PH
1985,1643,640,UW,PH
1990,1643,640,UW,PH
1995,1643,640,UW,PH
2000,1642,640,UW,PH
2005,1643,640,UW,PH
2010,1644,640,UW,PH
2015,1644,640,UW,PH
2020,1644,640,UW,PH
2025,1646,640,UW,PH
2030,1646,640,UW,PH
2035,1647,640,UW,PH
2040,1647,640,UW,PH
2045,1647,640,UW,PH
2050,1647,640,UW,PH
2055,1647,640,UW,PH
2060,1647,640,UW,PH
2065,1647,640,UW,PH
2070,1646,640,UW,PH
2075,1646,640,UW,PH
2080,1647,640,UW,PH
2085,1646,640,UW,PH
2090,1644,640,UW,PH
2095,1643,640,UW,PH
2100,1643,640,UW,PH
2105,1643,640,UW,PH
2110,1643,640,UW,PH
2115,1643,640,UW,PH
2120,1642,640,UW,PH
2125,1641,640,UW,PH
2130,1641,640,UW,PH
2135,1642,640,UW,PH
2140,1642,640,UW,PH
2145,1642,640,UW,PH
2150,1642,640,UW,PH
2155,1641,640,UW,PH
2160,1641,640,UW,PH
2165,1641,640,UW,PH
2170,1641,640,UW,PH
2175,1641,640,UW,PH
2180,1641,640,UW,PH
2185,1641,640,UW,PH
2190,1641,640,UW,PH
2195,1641,639,UW,PH
2200,1641,639,UW,PH
2205,1641,639,UW,PH
2210,1641,639,UW,PH
2215,1641,639,UW,PH
2220,1641,639,UW,PH
2225,1640,639,UW,PH
2230,1641,639,UW,PH
2235,1641,639,UW,PH
2240,1641,639,UW,PH
2245,1640,639,UW,PH
2250,1640,639,UW,PH
2255,1640,639,UW,PH
2260,1640,639,UW,PH
2265,1640,639,UW,PH
2270,1640,639,UW,PH
2275,1639,639,UW,PH
2280,1639,639,UW,PH
2285,1639,639,UW,PH
2290,1640,639,UW,PH
2295,1640,639,UW,PH
2300,1640,639,UW,PH
2305,1640,639,UW,PH
2310,1640,639,UW,PH
2315,1640,639,UW,PH
2320,1640,639,UW,PH
2325,1640,639,UW,PH
2330,1640,639,UW,PH
2335,1640,639,UW,PH
2340,1640,639,UW,PH
2345,1640,639,UW,PH
2350,1640,639,UW,PH
2355,1640,639,UW,PH
2360,1640,639,UW,PH
2365,1639,639,UW,PH
2370,1638,639,UW,PH
2375,1638,639,UW,PH
2380,1638,639,UW,PH
2385,1638,639,UW,PH
2390,1638,639,UW,PH
2395,1638,639,UW,PH
2400,1638,639,UW,PH
2405,1638,639,UW,PH
2410,1638,639,UW,PH
2415,1638,639,UW,PH
2420,1638,639,UW,PH
2425,1637,639,UW,PH
2430,1637,639,UW,PH
2435,1638,639,UW,PH
2440,1637,639,UW,PH
2445,1637,639,UW,PH
2450,1637,639,UW,PH
2455,1637,639,UW,PH
2460,1637,639,UW,PH
2465,1637,639,UW,PH
2470,1637,639,UW,PH
2475,1637,639,UW,PH
2480,1637,639,UW,PH
2485,1636,639,UW,PH
2490,1636,639,UW,PH
2495,1636,639,UW,PH
2500,1636,639,UW,PH
2505,1636,639,UW,PH
2510,1636,639,UW,PH
2515,1636,639,UW,PH
2520,1636,639,UW,PH
2525,1636,639,UW,PH
2530,1636,639,UW,PH
2535,1636,639,UW,PH
2540,1636,639,UW,PH
2545,1636,639,UW,PH
2550,1636,639,UW,PH
2555,1636,639,UW,PH
2560,1636,639,UW,PH
2565,1636,639,UW,PH
2570,1636,639,UW,PH
2575,1636,639,UW,PH
2580,1636,639,UW,PH
2585,1636,639,UW,PH
2590,1636,639,UW,PH
2595,1636,639,UW,PH
2600,1636,639,UW,PH
2605,1636,639,UW,PH
2610,1636,639,UW,PH
2615,1636,639,UW,PH
2620,1636,639,UW,PH
2625,1636,639,UW,PH
2630,1636,639,UW,PH
2635,1636,639,UW,PH
2640,1636,639,UW,PH
2645,1636,639,UW,PH
2650,1636,639,UW,PH
2655,1636,639,UW,PH
2660,1636,639,UW,PH
2665,1636,639,UW,PH
2670,1636,639,UW,PH
2675,1636,639,UW,PH
2680,1636,639,UW,PH
2685,1636,639,UW,PH
2690,1636,639,UW,PH
2695,1636,639,UW,PH
2700,1636,639,UW,PH
2705,1636,639,UW,PH
2710,1636,639,UW,PH
2715,1636,639,UW,PH
2720,1637,639,UW,PH
2725,1637,639,UW,PH
2730,1637,639,UW,PH
2735,1637,639,UW,PH
2740,1637,639,UW,PH
2745,1637,639,UW,PH
2750,1637,639,UW,PH
2755,1637,639,UW,PH
2760,1637,639,UW,PH
2765,1637,639,UW,PH
2770,1637,639,UW,PH
2775,1637,639,UW,PH
2780,1637,639,UW,PH
2785,1637,639,UW,PH
2790,1637,639,UW,PH
2795,1637,639,UW,PH
2800,1637,639,UW,PH
2805,1637,639,UW,PH
2810,1637,639,UW,PH
2815,1637,639,UW,PH
2820,1637,639,UW,PH
2825,1637,639,UW,PH
2830,1637,639,UW,PH
2835,1637,639,UW,PH
2840,1638,639,UW,PH
2845,1637,639,UW,PH
2850,1637,639,UW,PH
2855,1637,639,UW,PH
2860,1637,639,UW,PH
2865,1637,639,UW,PH
2870,1637,639,UW,PH
2875,1638,639,UW,PH
2880,1638,639,UW,PH
2885,1638,639,UW,PH
2890,1638,639,UW,PH
2895,1638,639,UW,PH
2900,1638,639,UW,PH
2905,1638,639,UW,PH
2910,1638,639,UW,PH
2915,1638,639,UW,PH
2920,1638,639,UW,PH
2925,1638,639,UW,PH
2930,1638,639,UW,PH
2935,1638,639,UW,PH
2940,1638,639,UW,PH
2945,1638,639,UW,PH
2950,1638,639,UW,PH
2955,1638,639,UW,PH
2960,1638,639,UW,PH
2965,1638,639,UW,PH
2970,1638,639,UW,PH
2975,1638,639,UW,PH
2980,1638,639,UW,PH
2985,1638,639,UW,PH
2990,1638,639,UW,PH
2995,1638,639,UW,PH
3000,1638,639,UW,PH
3005,1638,639,UW,PH
3010,1638,639,UW,PH
3015,1638,639,UW,PH
3020,1638,639,UW,PH
3025,1638,639,UW,PH
3030,1638,639,UW,PH
3035,1638,639,UW,PH
3040,1638,639,UW,PH
3045,1638,639,UW,PH
3050,1638,639,UW,PH
3055,1638,639,UW,PH
3060,1638,639,UW,PH
3065,1638,639,UW,PH
3070,1638,639,UW,PH
3075,1638,639,UW,PH
3080,1638,639,UW,PH
3085,1638,639,UW,PH
3090,1638,639,UW,PH
3095,1638,639,UW,PH
3100,1638,639,UW,PH
3105,1638,639,UW,PH
3110,1638,639,UW,PH
3115,1638,639,UW,PH
3120,1637,639,UW,PH
3125,1637,639,UW,PH
3130,1637,639,UW,PH
3135,1637,639,UW,PH
3140,1637,639,UW,PH
3145,1637,639,UW,PH
3150,1637,639,UW,PH
3155,1637,639,UW,PH
3160,1637,639,UW,PH
3165,1637,639,UW,PH
3170,1637,639,UW,PH
3175,1637,639,UW,PH
3180,1637,639,UW,PH
3185,1637,639,UW,PH
3190,1637,639,UW,PH
3195,1637,639,UW,PH
3200,1637,639,UW,PH
3205,1637,639,UW,PH
3210,1637,639,UW,PH
3215,1637,639,UW,PH
3220,1637,639,UW,PH
3225,1637,639,UW,PH
3230,1637,639,UW,PH
3235,1637,639,UW,PH
3240,1637,639,UW,PH
3245,1637,639,UW,PH
3250,1637,639,UW,PH
3255,1637,639,UW,PH
3260,1637,639,UW,PH
3265,1637,639,UW,PH
3270,1637,639,UW,PH
3275,1637,639,UW,PH
3280,1637,639,UW,PH
3285,1637,639,UW,PH
3290,1637,639,UW,PH
3295,1637,639,UW,PH
3300,1638,639,UW,PH
3305,1638,639,UW,PH
3310,1638,639,UW,PH
3315,1638,639,UW,PH
3320,1638,639,UW,PH
3325,1638,639,UW,PH
3330,1638,639,UW,PH
3335,1638,639,UW,PH
3340,1638,639,UW,PH
3345,1638,639,UW,PH
3350,1638,639,UW,PH
3355,1638,639,UW,PH
3360,1638,639,UW,PH
3365,1638,639,UW,PH
3370,1638,639,UW,PH
3375,1638,639,UW,PH
3380,1638,639,UW,PH
3385,1638,639,UW,PH
3390,1638,639,UW,PH
3395,1638,639,UW,PH
3400,1638,639,UW,PH
3405,1638,639,UW,PH
3410,1638,639,UW,PH
3415,1638,639,UW,PH
3420,1638,639,UW,PH
3425,1638,639,UW,PH
3430,1638,639,UW,PH
3435,1638,639,UW,PH
3440,1638,639,UW,PH
3445,1638,639,UW,PH
3450,1638,639,UW,PH
3455,1638,639,UW,PH
3460,1638,639,UW,PH
3465,1638,639,UW,PH
3470,1638,639,UW,PH
3475,1638,639,UW,PH
3480,1638,639,UW,PH
3485,1638,639,UW,PH
3490,1638,639,UW,PH
3495,1638,639,UW,PH
3500,1638,639,UW,PH
3505,1638,639,UW,PH
3510,1638,639,UW,PH
3515,1638,639,UW,PH
3520,1638,639,UW,PH
3525,1638,639,UW,PH
3530,1638,639,UW,PH
3535,1638,639,UW,PH
3540,1638,639,UW,PH
3545,1638,639,UW,PH
3550,1638,639,UW,PH
3555,1638,639,UW,PH
3560,1638,639,UW,PH
3565,1638,639,UW,PH
3570,1638,639,UW,PH
3575,1638,639,UW,PH
3580,1638,639,UW,PH
3585,1638,639,UW,PH
3590,1638,639,UW,PH
3595,1638,639,UW,PH
3600,1638,639,UW,PH
3605,1638,639,UW,PH
3610,1638,639,UW,PH
3615,1638,639,UW,PH
3620,1638,639,UW,PH
3625,1638,639,UW,PH
3630,1638,639,UW,PH
3635,1638,639,UW,PH
3640,1638,639,UW,PH
3645,1638,639,UW,PH
3650,1638,639,UW,PH
3655,1638,639,UW,PH
3660,1637,639,UW,PH
3665,1637,639,UW,PH
3670,1637,639,UW,PH
3675,1637,639,UW,PH
3680,1637,639,UW,PH
3685,1637,639,UW,PH
3690,1637,639,UW,PH
3695,1637,639,UW,PH
3700,1637,639,UW,PH
3705,1637,639,UW,PH
3710,1637,639,UW,PH
3715,1637,639,UW,PH
3720,1637,639,UW,PH
3725,1637,639,UW,PH
3730,1637,639,UW,PH
3735,1637,639,UW,PH
3740,1637,639,UW,PH
3745,1637,639,UW,PH
3750,1637,639,UW,PH
3755,1637,639,UW,PH
3760,1637,639,UW,PH
3765,1637,639,UW,PH
3770,1637,639,UW,PH
3775,1637,639,UW,PH
3780,1637,639,UW,PH
3785,1637,639,UW,PH
3790,1637,639,UW,PH
3795,1637,639,UW,PH
3800,1637,639,UW,PH
3805,1637,639,UW,PH
3810,1637,639,UW,PH
3815,1637,639,UW,PH
3820,1637,639,UW,PH
3825,1637,639,UW,PH
5,5,0,UW,PH
10,10,0,UW,PH
15,15,0,UW,PH
20,20,0,UW,PH
25,25,0,UW,PH
30,30,0,UW,PH
35,35,0,UW,PH
40,40,0,UW,PH
45,45,0,UW,PH
50,50,0,UW,PH
55,55,0,UW,PH
60,60,0,UW,PH
65,65,0,UW,PH
70,70,0,UW,PH
75,75,0,UW,PH
80,80,0,UW,PH
85,85,0,UW,PH
90,90,0,UW,PH
95,95,0,UW,PH
100,100,0,UW,PH
105,105,0,UW,PH
110,110,0,UW,PH
115,115,0,UW,PH
120,120,0,UW,PH
125,126,1,UW,PH
130,131,1,UW,PH
135,137,2,UW,PH
140,142,2,UW,PH
145,147,2,UW,PH
150,152,2,UW,PH
155,158,3,UW,PH
160,165,5,UW,PH
165,172,7,UW,PH
170,177,7,UW,PH
175,183,8,UW,PH
180,188,8,UW,PH
185,196,11,UW,PH
190,201,11,UW,PH
195,208,13,UW,PH
200,213,13,UW,PH
205,218,13,UW,PH
210,225,15,UW,PH
215,230,15,UW,PH
220,237,17,UW,PH
225,243,18,UW,PH
230,249,19,UW,PH
235,255,20,UW,PH
240,261,21,UW,PH
245,266,21,UW,PH
250,273,23,UW,PH
255,278,23,UW,PH
260,285,25,UW,PH
265,290,25,UW,PH
270,296,26,UW,PH
275,302,27,UW,PH
280,307,27,UW,PH
285,313,28,UW,PH
290,318,28,UW,PH
295,329,34,UW,PH
300,337,37,UW,PH
305,342,37,UW,PH
310,349,39,UW,PH
315,355,40,UW,PH
320,365,44,UW,PH
325,372,46,UW,PH
330,379,48,UW,PH
335,389,53,UW,PH
340,395,54,UW,PH
345,402,56,UW,PH
350,406,56,UW,PH
355,411,56,UW,PH
360,416,56,UW,PH
365,422,57,UW,PH
370,429,59,UW,PH
375,434,59,UW,PH
380,442,62,UW,PH
385,453,67,UW,PH
390,462,71,UW,PH
395,471,75,UW,PH
400,488,84,UW,PH
405,493,84,UW,PH
410,502,88,UW,PH
415,516,95,UW,PH
420,528,101,UW,PH
425,538,105,UW,PH
430,554,113,UW,PH
435,565,118,UW,PH
440,572,120,UW,PH
445,577,120,UW,PH
450,587,124,UW,PH
455,593,125,UW,PH
460,625,143,UW,PH
465,660,158,UW,PH
470,666,159,UW,PH
475,672,161,UW,PH
480,681,165,UW,PH
485,713,175,UW,PH
490,720,178,UW,PH
495,729,181,UW,PH
500,734,181,UW,PH
505,750,190,UW,PH
510,756,191,UW,PH
515,792,212,UW,PH
520,807,220,UW,PH
525,815,223,UW,PH
530,824,228,UW,PH
535,832,232,UW,PH
540,840,235,UW,PH
545,862,245,UW,PH
550,905,264,UW,PH
555,914,270,UW,PH
560,917,269,UW,PH
565,925,273,UW,PH
570,936,279,UW,PH
575,950,286,UW,PH
580,955,286,UW,PH
585,984,300,UW,PH
590,991,302,UW,PH
595,1005,310,UW,PH
600,1029,328,UW,PH
605,1051,341,UW,PH
610,1059,345,UW,PH
615,1080,359,UW,PH
620,1082,359,UW,PH
625,1085,359,UW,PH
630,1097,365,UW,PH
635,1101,366,UW,PH
640,1111,371,UW,PH
645,1121,375,UW,PH
650,1128,378,UW,PH
655,1129,378,UW,PH
660,1140,383,UW,PH
665,1148,388,UW,PH
670,1156,392,UW,PH
675,1163,394,UW,PH
680,1173,400,UW,PH
685,1176,400,UW,PH
690,1215,420,UW,PH
695,1228,425,UW,PH
700,1230,425,UW,PH
705,1238,431,UW,PH
710,1250,437,UW,PH
715,1263,445,UW,PH
720,1276,449,UW,PH
725,1281,449,UW,PH
730,1283,449,UW,PH
735,1286,451,UW,PH
740,1292,453,UW,PH
745,1297,458,UW,PH
750,1313,466,UW,PH
755,1311,465,UW,PH
760,1318,471,UW,PH
765,1327,476,UW,PH
770,1327,477,UW,PH
775,1329,478,UW,PH
780,1332,482,UW,PH
785,1334,484,UW,PH
790,1341,486,UW,PH
795,1344,488,UW,PH
800,1345,489,UW,PH
805,1348,490,UW,PH
810,1352,490,UW,PH
815,1354,489,UW,PH
820,1359,491,UW,PH
825,1364,496,UW,PH
830,1370,499,UW,PH
835,1379,503,UW,PH
840,1385,507,UW,PH
845,1391,510,UW,PH
850,1392,510,UW,PH
855,1393,510,UW,PH
860,1399,514,UW,PH
865,1403,516,UW,PH
870,1405,517,UW,PH
875,1407,519,UW,PH
880,1408,519,UW,PH
885,1407,519,UW,PH
890,1407,519,UW,PH
895,1409,519,UW,PH
900,1418,523,UW,PH
905,1421,525,UW,PH
910,1424,527,UW,PH
915,1428,529,UW,PH
920,1429,529,UW,PH
925,1429,529,UW,PH
930,1435,533,UW,PH
935,1435,533,UW,PH
940,1439,533,UW,PH
945,1447,536,UW,PH
950,1444,536,UW,PH
955,1447,536,UW,PH
960,1449,536,UW,PH
965,1454,539,UW,PH
970,1458,541,UW,PH
975,1463,543,UW,PH
980,1467,543,UW,PH
985,1476,548,UW,PH
990,1477,548,UW,PH
995,1480,551,UW,PH
1000,1482,551,UW,PH
1005,1483,551,UW,PH
1010,1485,552,UW,PH
1015,1486,552,UW,PH
1020,1484,551,UW,PH
1025,1488,552,UW,PH
1030,1489,552,UW,PH
1035,1488,553,UW,PH
1040,1495,557,UW,PH
1045,1496,557,UW,PH
1050,1498,557,UW,PH
1055,1500,558,UW,PH
1060,1502,558,UW,PH
1065,1504,558,UW,PH
1070,1507,559,UW,PH
1075,1507,559,UW,PH
1080,1509,559,UW,PH
1085,1510,559,UW,PH
1090,1512,559,UW,PH
1095,1512,559,UW,PH
1100,1512,559,UW,PH
1105,1510,559,UW,PH
1110,1509,559,UW,PH
1115,1510,559,UW,PH
1120,1510,560,UW,PH
1125,1511,560,UW,PH
1130,1512,560,UW,PH
1135,1510,560,UW,PH
1140,1508,560,UW,PH
1145,1508,560,UW,PH
1150,1512,563,UW,PH
1155,1514,563,UW,PH
1160,1517,565,UW,PH
1165,1517,565,UW,PH
1170,1518,565,UW,PH
1175,1520,565,UW,PH
1180,1522,566,UW,PH
1185,1522,566,UW,PH
1190,1524,567,UW,PH
1195,1528,569,UW,PH
1200,1528,569,UW,PH
1205,1529,569,UW,PH
1210,1529,569,UW,PH
1215,1534,571,UW,PH
1220,1533,571,UW,PH
1225,1534,572,UW,PH
1230,1534,572,UW,PH
1235,1536,573,UW,PH
1240,1535,573,UW,PH
1245,1536,573,UW,PH
1250,1537,574,UW,PH
1255,1535,574,UW,PH
1260,1534,573,UW,PH
1265,1533,573,UW,PH
1270,1536,576,UW,PH
1275,1534,576,UW,PH
1280,1536,577,UW,PH
1285,1536,577,UW,PH
1290,1536,577,UW,PH
1295,1537,577,UW,PH
1300,1540,578,UW,PH
1305,1544,580,UW,PH
1310,1547,581,UW,PH
1315,1547,581,UW,PH
1320,1547,581,UW,PH
1325,1552,584,UW,PH
1330,1552,584,UW,PH
1335,1554,585,UW,PH
1340,1554,585,UW,PH
1345,1553,585,UW,PH
1350,1553,585,UW,PH
1355,1555,585,UW,PH
1360,1556,585,UW,PH
1365,1557,585,UW,PH
1370,1556,585,UW,PH
1375,1557,585,UW,PH
1380,1559,585,UW,PH
1385,1562,587,UW,PH
1390,1563,587,UW,PH
1395,1563,587,UW,PH
1400,1562,587,UW,PH
1405,1561,587,UW,PH
1410,1562,587,UW,PH
1415,1562,587,UW,PH
1420,1558,586,UW,PH
1425,1557,586,UW,PH
1430,1556,586,UW,PH
1435,1555,586,UW,PH
1440,1554,586,UW,PH
1445,1556,587,UW,PH
1450,1555,587,UW,PH
1455,1555,587,UW,PH
